time,avg_gossip,avg_vaccinated,avg_recovered,avg_severe
71.62688386889236,38.90665063283861,15.874283492011365,54.641049372248965,11.98
72.55710313991693,39.37659136542464,15.915212745748429,54.744058905852505,12.05
73.48732241094152,38.814088810213605,15.977497112569983,54.86838100602333,12.08
74.41754168196609,39.66799402901272,16.02662481167237,55.03416210732091,12.11
75.34776095299067,39.13815034601602,16.103713106481763,55.15022589465467,12.16
76.27798022401524,39.07686462621054,16.179405432706535,55.309288650500484,12.17
77.20819949503982,39.23355641904024,16.26863061867289,55.44391202293062,12.21
78.13841876606439,38.31282178693572,16.321764672189758,55.64273602957512,12.22
79.06863803708897,38.13518322089846,16.419391541205542,55.78833063104048,12.25
79.99885730811354,37.78815104975356,16.48,55.91056331930191,12.26
80.92907657913813,37.705140069233245,16.54,55.97749503589919,12.26
81.8592958501627,37.65558965064279,16.58,56.12,12.29
82.78951512118728,37.654520321670844,16.6,56.26978297329641,12.321160703915156
83.71973439221185,37.66050204857967,16.6,56.33693730473699,12.37
84.64995366323643,37.57537898261774,16.62,56.46,12.37
85.580172934261,37.90494003025638,16.65,56.51877914345629,12.38
86.51039220528558,38.0478770777994,16.67,56.56322257018624,12.4
87.44061147631015,37.78898302965362,16.688921263184007,56.6504324624031,12.4
88.37083074733474,37.65732219066129,16.716892493537724,56.72,12.41
89.3010500183593,38.72750299989883,16.76,56.76221922609205,12.44
90.23126928938389,38.05851249077654,16.790086294295403,56.842856905209764,12.44
91.16148856040846,37.82202928511593,16.82135585410047,56.97838796207374,12.46
92.09170783143304,37.71927029796694,16.83122472897778,57.05,12.47
93.02192710245761,37.68156689261786,16.873894973710602,57.09,12.49
93.9521463734822,37.647949913525075,16.88516453351567,57.11,12.51
94.88236564450676,37.52066860389621,16.916434093320735,57.19,12.53
95.81258491553135,37.472163848214095,16.940495795034813,57.24,12.55
96.74280418655592,37.52989702883471,16.94897321293087,57.33,12.55
97.6730234575805,37.446967663747756,16.971051307284448,57.39,12.56
98.60324272860507,37.39944841502517,17.007122268344162,57.42,12.57
99.53346199962965,37.383098196567566,17.01,57.43464550744042,12.57
100.46368127065422,37.45552468341812,17.01,57.49976517780042,12.59
101.3939005416788,37.439286304908485,17.02,57.52990815005884,12.62
102.32411981270337,37.47531997872547,17.03,57.6,12.621682256266874
103.25433908372796,37.47608502376016,17.05,57.62847451497533,12.63
104.18455835475253,37.38513982564405,17.06,57.657721158192516,12.63
105.11477762577711,37.310586186198535,17.08,57.67383100209931,12.63
106.04499689680168,37.36112982546608,17.08,57.71,12.63
106.97521616782626,37.363556294862654,17.08,57.746845198191934,12.64
107.90543543885083,37.34,17.09,57.84163317226229,12.64
108.83565470987541,37.311546942509906,17.09,57.88856456075177,12.65
109.76587398089998,37.31,17.09,57.91968453065277,12.66
110.69609325192457,37.34,17.113261827645868,57.94,12.66
111.62631252294914,37.37344120459341,17.13800974847232,57.99164286253073,12.68
112.55653179397372,37.43384513614793,17.15,58.02918182914069,12.688180798510405
113.48675106499829,37.495664755358554,17.158514927152044,58.04312943370036,12.71
114.41697033602287,37.46565210428048,17.18,58.05644080514449,12.71
115.34718960704744,37.37,17.19640686395348,58.110300300511845,12.74
116.27740887807202,37.33,17.22825138910943,58.17,12.74
117.20762814909659,37.33590346694581,17.25419443651197,58.19089139889242,12.74
118.13784742012118,37.31,17.27637318360679,58.21458486410058,12.74
119.06806669114575,37.317378611512794,17.278551930701607,58.246554967524126,12.74
119.99828596217031,37.29,17.28066799690095,58.25053916051447,12.74
120.9285052331949,37.29287383099754,17.288737321527353,58.26,12.74
121.85872450421947,37.29,17.30161927546457,58.27934624395045,12.74
122.78894377524405,37.29,17.306643529404088,58.2940776450665,12.74
123.71916304626862,37.29,17.31719874384382,58.3,12.74
124.6493823172932,37.29,17.32102182404492,58.302890174492056,12.74
125.57960158831777,37.29,17.324266812405533,58.3060433988268,12.74
126.50982085934235,37.29,17.327511800766146,58.309196623161554,12.74
127.44004013036692,37.29,17.33,58.31574324129419,12.74
128.3702594013915,37.29,17.33,58.32194288805867,12.74
129.3004786724161,37.29,17.33,58.325079305851986,12.74
130.23069794344065,37.29,17.33,58.3282157236453,12.74
131.16091721446523,37.29,17.33,58.33135214143862,12.74
132.0911364854898,37.29,17.33,58.334277875126325,12.74
133.0213557565144,37.29,17.33,58.33509532153685,12.74
133.95157502753895,37.29,17.33,58.33591276794738,12.74
134.88179429856353,37.29,17.33,58.33673021435791,12.74
135.81201356958812,37.29,17.33,58.33754766076842,12.74
136.7422328406127,37.29,17.33,58.33836510717895,12.74
137.67245211163726,37.29,17.33,58.339182553589474,12.74
138.60267138266184,37.29,17.33,58.34,12.74
