time,avg_gossip,avg_vaccinated,avg_recovered,avg_severe
62.106663388730176,37.51060720068014,21.726671842989663,72.86733785896469,17.45
62.92385632805557,35.95150763051407,21.85,73.39199486098164,17.54
63.74104926738097,33.918733374351106,22.05407355941891,73.93141097777348,17.663734121336276
64.55824220670637,33.063912972853956,22.286576875676502,74.40904116066626,17.79
65.37543514603176,34.583156955695046,22.42809382774541,74.93285918029227,17.86306872619268
66.19262808535716,35.78802729153885,22.565967882353398,75.37568112293047,17.94452571087673
67.00982102468255,35.14362887450764,22.767919850500917,75.9502183035299,18.08428327316923
67.82701396400796,35.46439264632616,22.939017925809523,76.36963941403106,18.14
68.64420690333336,33.365048989061016,23.103538802387494,76.7201766911398,18.24
69.46139984265875,33.26195035961982,23.404177010207913,77.11105783706982,18.283521142886176
70.27859278198414,35.47290612602041,23.53802992772905,77.57179873990157,18.33
71.09578572130954,35.16374211836038,23.686495629161303,77.92817874897236,18.37
71.91297866063493,33.3213256599482,23.820381722431783,78.39709087433803,18.467868421204127
72.73017159996034,32.618660845674235,24.022351057902643,78.76707873979635,18.54
73.54736453928574,32.65004794339055,24.16241507618323,79.331805753385,18.6
74.36455747861113,32.62914063921124,24.31907178359897,79.7502711221211,18.6696231565873
75.18175041793653,34.72326908018213,24.52701833088581,80.18285946127872,18.759789927851692
75.99894335726192,35.38039405715966,24.708541515209298,80.66963450396662,18.9
76.81613629658732,35.06159758394835,24.9,81.09792726840472,18.96
77.63332923591273,34.035290712774426,25.078221139174747,81.52030045833853,19.01
78.45052217523812,36.263762678160035,25.183300574153563,81.82792258866415,19.09
79.26771511456352,33.267053868845444,25.42180265253728,82.10813417633071,19.17
80.08490805388891,31.972229165965526,25.557179505097483,82.49640280167796,19.27
80.9021009932143,31.371510577756126,25.659479087317166,82.8379293454841,19.311684442682466
81.7192939325397,30.72173496797548,25.795002883431003,83.20667429401674,19.36
82.53648687186511,30.311061798140877,25.87190886358321,83.52737101164003,19.418447669217745
83.3536798111905,30.954702261142735,25.939950529373444,83.7971722419572,19.45
84.1708727505159,31.16893225327371,26.055182897356303,84.03113819591358,19.49072980435652
84.98806568984129,30.639765060979407,26.14687473381814,84.25314935006205,19.57592213833223
85.80525862916669,30.571668953115836,26.231727043265533,84.52520100553123,19.65
86.62245156849208,30.81652678037608,26.34151891104304,84.7443271453048,19.68
87.43964450781749,31.919548492126268,26.421111836738483,84.93212349129804,19.690809761726015
88.25683744714289,32.59163046300876,26.468142710742658,85.10621656512203,19.7
89.07403038646828,32.915858240687115,26.53,85.35303650469919,19.71
89.89122332579367,31.35781452091533,26.55018914666026,85.51421130029296,19.74
90.70841626511907,30.97661734650139,26.586630592752456,85.63777395247631,19.75
91.52560920444446,30.426671437061255,26.632062343711006,85.76237948318548,19.83
92.34280214376987,30.5081300646777,26.712742486176385,85.9097488572143,19.84
93.15999508309527,31.085086250585128,26.73149934878028,86.09058913198398,19.85
93.97718802242066,30.326629450671494,26.79182689931029,86.21057504334105,19.89
94.79438096174606,30.129649125683002,26.826146873674865,86.35407925369768,19.92
95.61157390107145,29.9904853005459,26.858564102347188,86.50895818642745,19.92
96.42876684039685,29.895171249149268,26.908312698436113,86.63212401661217,19.92
97.24595977972226,29.809733831730394,26.94789401029087,86.76019541325688,19.93
98.06315271904765,29.819182715776115,26.976131208268207,86.85610327014416,19.93
98.88034565837305,30.0022522439141,27.00389611173313,86.9447995374081,19.977666144862773
99.69753859769844,30.984246148640054,27.02587391013313,87.04062805945941,19.98
100.51473153702383,30.407682355946513,27.061623687272117,87.06748476040346,19.99
101.33192447634923,30.08456963388586,27.09659438374532,87.16769916474303,19.99
102.14911741567464,29.830675814742055,27.14045067916974,87.17901706788376,19.99
102.96631035500003,29.763528671723176,27.176111073708107,87.19888828336417,19.993795299880784
103.78350329432543,29.65020691175725,27.18715752503346,87.23237470142834,20.0
104.60069623365082,29.63767913080036,27.20608505620037,87.28379633042158,20.0
105.41788917297622,29.637435285737766,27.216412606730373,87.32842466106992,20.0
106.23508211230161,29.58227772165534,27.22674015726038,87.34490509466121,20.0
107.052275051627,29.57,27.228025726776032,87.38832097962357,20.0
107.86946799095242,29.57,27.230424310440082,87.4160784488507,20.0
108.68666093027781,29.577032957973532,27.232822894104125,87.42838349559875,20.0
109.5038538696032,29.63,27.235221477768167,87.44465860028853,20.01
110.3210468089286,29.6,27.244694359209053,87.45,20.01
111.138239748254,29.593719482160164,27.25630159309256,87.45093633802702,20.01
111.95543268757939,29.61874156026933,27.25903301097042,87.45727363846122,20.01
112.7726256269048,29.61610314159044,27.25936056150043,87.46388974914098,20.01
113.58981856623019,29.58,27.259688112030435,87.48817555043988,20.01
114.40701150555559,29.58,27.26,87.4926451094022,20.01
115.22420444488098,29.604288322201263,27.26,87.50816705784258,20.03
116.04139738420638,29.59,27.26,87.53923119563217,20.03
116.85859032353177,29.59132448259732,27.26,87.54974070256378,20.03
117.67578326285718,29.59,27.27,87.56288126629487,20.03
118.49297620218258,29.58,27.27,87.56764692838539,20.03
119.31016914150797,29.58,27.27,87.57368174379464,20.03
120.12736208083336,29.58,27.27,87.57778952210438,20.03
120.94455502015876,29.58,27.27,87.5788947610522,20.03
121.76174795948415,29.58,27.27,87.58,20.03
