time,avg_gossip_count,avg_vaccinated_count,avg_recovered_count
105.70466992428086,160.1807103454791,19.71,231.77
106.71138106641688,160.28737256337027,19.71,231.91
107.71809220855287,160.10840345484468,19.72,231.95
108.72480335068889,160.6036057581278,19.72,232.01
109.7315144928249,160.57433411506017,19.72,232.04
110.7382256349609,160.33890190878523,19.73,232.12
111.74493677709691,160.04941735990442,19.74,232.18
112.75164791923292,160.31663569027967,19.75,232.25
113.75835906136892,160.3610842796631,19.77,232.33
114.76507020350493,160.16858181087972,19.77,232.36
115.77178134564095,160.20285749510813,19.77,232.39
116.77849248777696,160.08199623130517,19.77,232.44
117.78520362991296,160.31049609374884,19.77,232.48
118.79191477204897,160.38368655020088,19.77,232.55
119.79862591418498,160.4796051717325,19.77,232.58
120.80533705632098,160.44134125610782,19.77,232.64
